POLY_NO,CUST_ID,CUST_ROLE,GOOD_CLSF_CDNM,CNTT_YM,CLLT_FP_PRNO,REAL_PAYM_TERM,SALE_CHNL_CODE,CNTT_STAT_CODE,EXPR_YM,PAYM_CYCL_CODE,MAIN_INSR_AMT,SUM_ORIG_PREM,MNTH_INCM_AMT
82994,18093,1,일반저축,200010,830,5,1,B,200510,1,14031805,300000,2000000
82995,5857,21,암,200010,21124,10,1,B,204210,1,20000000,91300,3000000
82996,21079,2,보장,200010,30564,10,1,B,205010,1,20000000,51200,800000
82997,7373,1,일반종신,200010,25327,15,1,B,999912,1,70000000,163450,2000000
82998,1,0,보장,200010,22058,10,1,A,201010,1,15000000,24500,1000000
82999,9054,0,일반종신,200010,28596,15,1,B,999912,1,70000000,148350,1500000
83000,5027,2,일반저축,200010,1303,5,1,A,200510,1,4724041,101000,2000000
83001,3471,2,보장,200010,1342,5,1,2,205110,1,10000000,27400,1200000
83002,13747,1,보장,200010,30706,10,1,B,202910,1,20000000,116100,2000000
83003,846,1,일반저축,200010,1413,5,1,A,200510,1,4677268,100000,1500000
83004,11427,2,보장,200010,1435,10,1,A,201010,1,10000000,40600,2000000
83005,18282,0,보장,200010,20956,10,1,B,201510,1,20000000,45300,1000000
83006,5764,1,보장,200010,20508,5,1,B,206210,1,20000000,56300,1000000
83007,13859,0,보장,200010,23730,10,1,B,202010,1,20000000,37100,1500000
83008,20784,1,일반종신,200010,21201,10,1,2,999912,1,100000000,263200,2000000
83009,16005,0,보장,200010,24660,10,1,E,202810,1,14000000,148580,1800000
83010,82,1,일반종신,200010,1974,10,1,B,999912,1,100000000,150800,2000000
83011,8044,2,일반저축,200010,27191,5,1,B,200510,1,1800000,30000,2000000
83012,20702,1,보장,200010,20527,15,1,2,203910,1,20000000,67100,2000000
83013,20702,0,보장,200010,20527,15,1,2,204010,1,20000000,87100,2000000
83014,4943,0,일반저축,200010,23976,5,1,B,200510,1,13920000,232000,1000000
83015,119,1,일반연금,200010,362,10,1,B,999912,1,17301039,100000,1500000
83016,5435,1,보장,200010,1118,10,1,B,204010,1,20000000,41600,1000000
83017,899,1,보장,200010,26578,10,1,B,203810,1,20000000,50800,2000000
83018,20178,0,어린이,200010,30639,10,1,2,202210,1,10000000,27500,2000000
83019,20178,0,어린이,200010,30639,10,1,2,202410,1,10000000,31300,2000000
83020,3093,1,일반종신,200010,26705,47,1,B,999912,1,100000000,121900,2000000
83021,1143,1,보장,200010,30810,10,1,2,202010,0,18378763,1444537,200000
83022,20896,1,일반종신,200010,30815,10,1,2,999912,1,55000000,104750,2000000
83023,90,1,일반종신,200010,22101,15,1,B,999912,1,48000000,109920,1500000
83024,14419,2,보장,200010,1517,10,1,B,205410,1,20000000,55100,1800000
83025,20695,1,일반저축,200010,30877,5,1,B,200510,1,12000000,200000,1500000
83026,14052,0,보장,200010,21175,10,1,2,204110,1,10000000,56750,1500000
83027,124,1,보장,200010,1828,15,1,2,203610,1,20000000,51500,2000000
83028,16896,1,보장,200010,426,5,1,2,205810,1,20000000,53500,1500000
83029,6893,1,어린이,200010,22807,10,1,B,201510,1,10000000,35500,3000000
83030,6893,1,어린이,200010,22807,10,1,B,201710,1,10000000,29400,3000000
83031,11912,1,어린이,200010,726,10,1,3,202410,1,10000000,32400,1000000
83032,12125,1,어린이,200010,1133,10,1,B,201510,1,10000000,34900,2000000
83033,7543,1,보장,200010,30510,10,1,B,204610,1,20000000,58800,1500000
83034,21076,1,어린이,200010,1200,5,1,I,202310,1,12000000,56460,1300000
83035,20716,2,일반저축,200010,1658,0,1,A,200510,0,7000000,7000000,3000000
83036,3663,21,보장,200010,1700,10,1,2,202010,1,20000000,53700,2000000
83037,18361,1,보장,200010,1736,10,1,2,203610,1,10000000,48250,1300000
83038,962,1,보장,200010,31319,10,1,2,204510,1,20000000,49200,1500000
83039,5223,1,보장,200010,27204,15,1,B,204310,1,20000000,53200,3000000
83040,2257,0,일반종신,200010,29614,15,1,J,999912,1,35000000,112200,1500000
83041,16267,0,일반종신,200010,26056,0,1,B,999912,0,25000000,5457250,2500000
83042,9244,21,일반종신,200010,27770,10,1,2,999912,1,50000000,123100,2000000
83043,7825,1,보장,200010,21573,10,1,2,202010,1,20000000,41200,1500000
83044,7825,1,보장,200010,21573,10,1,2,204610,1,20000000,48700,1500000
83045,20220,2,일반종신,200010,27488,10,1,E,999912,1,53061220,130000,1000000
83046,11353,21,어린이,200010,27823,10,1,2,202410,1,10000000,24700,2000000
83047,9120,21,어린이,200010,29938,10,1,2,201710,1,10000000,30900,2000000
83048,13425,0,일반종신,200010,30068,15,1,2,999912,1,50000000,130300,2000000
83049,17997,0,보장,200010,20912,31,1,E,204110,1,20000000,65440,2000000
83050,15794,21,교육,200010,27760,10,1,E,202410,1,25000000,118000,1700000
83051,7077,0,보장,200010,20485,10,1,B,206010,1,24000000,50200,3000000
83052,20198,1,보장,200010,1077,10,1,B,202010,1,20000000,60500,2000000
83053,11961,1,일반종신,200010,1090,15,1,2,999912,1,65000000,105800,2500000
83054,21435,2,보장,200010,20859,10,1,B,206310,0,17012322,2429967,2000000
83055,5491,0,보장,200010,1124,10,1,B,204810,1,21500000,74760,2000000
83056,7577,0,어린이,200010,1174,10,1,B,201710,0,10000000,1744000,1500000
83057,9357,1,어린이,200010,22935,10,1,A,201410,1,5000000,21850,1200000
83058,9357,1,어린이,200010,22935,10,1,A,201210,1,5000000,20300,1200000
83059,13416,1,보장,200010,1336,5,1,A,201010,1,10000000,31000,1000000
83060,18019,1,어린이,200010,30659,10,1,B,202410,1,10000000,27300,1200000
83061,15658,0,일반저축,200010,30674,5,1,B,200510,1,14031805,300000,2000000
83062,20219,1,보장,200010,24436,10,1,B,204210,1,20000000,71400,2000000
83063,2336,1,보장,200010,26707,15,1,2,203510,1,10000000,42700,2000000
83064,13436,1,어린이,200010,28725,5,1,B,201510,1,10000000,42000,2000000
83065,13436,1,어린이,200010,28725,5,1,B,201210,1,10000000,44900,2000000
83066,7579,1,일반저축,200010,30764,5,1,B,200510,1,9354537,200000,1000000
83067,6810,1,보장,200010,1442,15,1,B,205210,1,20000000,38000,2000000
83068,6810,0,보장,200010,1442,10,1,B,204810,1,20000000,64400,2000000
83069,16184,1,보장,200010,20500,10,1,2,203510,1,12000000,65040,2000000
83070,919,2,보장,200010,21413,10,1,B,201010,1,10000000,39450,2000000
83071,12418,2,보장,200010,23722,10,1,2,206310,1,20000000,40300,1000000
83072,9684,1,일반저축,200010,1557,3,1,B,200510,1,7200000,200000,2000000
83073,123,1,일반종신,200010,31074,15,1,B,999912,1,50000000,103900,2000000
83074,21647,21,어린이,200010,1714,10,1,B,202110,1,10000000,34400,2000000
83075,17998,0,일반저축,200010,1796,5,1,B,200510,1,4677268,100000,2000000
83076,12101,1,일반저축,200010,20622,5,1,B,200510,1,8400000,140000,2000000
83077,15696,1,보장,200010,24632,15,1,I,202910,1,20000000,78000,1500000
83078,15774,1,어린이,200010,24656,10,1,2,202410,1,10000000,35200,1000000
83079,13483,1,일반저축,200010,23205,5,1,B,200510,1,18000000,300000,1500000
83080,15619,2,보장,200010,22196,3,1,E,200310,1,12000000,37620,2000000
83081,10177,2,보장,200010,24703,10,1,B,202010,1,20000000,38000,2000000
83082,10341,21,어린이,200010,27190,0,1,2,202210,0,10000000,2145040,1900000
83083,3606,21,어린이,200010,22653,10,1,A,201310,0,10000000,2694400,1000000
83084,11319,0,어린이,200010,21819,10,1,2,202410,1,10000000,33500,1600000
83085,7671,1,일반저축,200010,27807,5,1,B,200510,1,9354537,200000,1500000
83086,7491,2,일반저축,200010,846,5,1,A,200510,1,18000000,300000,1600000
83087,20841,1,일반저축,200010,878,5,1,B,200510,1,15000000,250000,4000000
83088,20841,1,일반저축,200010,878,5,1,B,200510,1,18000000,300000,4000000
83089,237,1,일반연금,200010,23425,0,1,B,202710,0,11880858,10000000,1500000
83090,18822,1,어린이,200010,932,5,1,2,202210,1,10000000,54300,2000000
83091,16830,1,일반저축,200010,28679,5,1,B,200510,1,12000000,200000,1600000
83092,9596,0,보장,200010,1410,10,1,2,202010,1,20000000,70700,1200000
83093,7542,21,일반종신,200010,30842,10,1,2,999912,1,50000000,102240,1500000
83094,18467,1,보장,200010,22159,15,1,B,203410,1,20000000,63500,2200000
83095,18369,1,일반저축,200010,1833,5,1,B,200510,1,12120000,202000,2000000
83096,20504,2,일반저축,200010,29164,5,1,A,200510,1,30000000,500000,1000000
83097,6868,1,일반저축,200010,27851,0,1,B,200510,0,9912222,9000000,2000000
83098,1007,1,어린이,200010,574,10,1,B,202410,1,10000000,35200,3000000
83099,10191,2,보장,200010,29981,10,1,B,206410,1,30000000,51600,1000000
83100,20596,21,보장,200010,669,10,1,J,202010,1,20000000,89100,3000000
83101,9205,1,보장,200010,30289,10,1,E,202810,1,10000000,74000,2000000
83102,5539,1,보장,200010,28445,10,1,B,205310,1,20000000,57300,2000000
83103,12400,2,보장,200010,25482,10,1,B,202010,1,27333334,50000,1300000
83104,10196,2,보장,200010,26866,10,1,B,206510,1,20000000,38000,1000000
83105,682,2,어린이,200010,28942,10,1,2,202410,1,11000000,41260,1700000
83106,2759,2,보장,200010,1757,10,1,2,203310,1,10000000,57450,2000000
83107,5750,2,보장,200010,21225,10,1,B,205710,1,20000000,40500,1000000
83108,9371,1,일반저축,200010,26156,5,1,B,200510,1,12000000,200000,2000000
83109,4892,1,보장,200010,21044,15,1,2,202810,1,20000000,110800,2000000
83110,4639,1,일반저축,200010,24661,5,1,B,200510,1,42420000,707000,1500000
83111,13977,1,보장,200010,217,10,1,2,204010,0,20000000,5645400,2000000
83112,143,1,암,200010,23932,10,1,B,204910,0,22000000,2447040,1000000
83113,5599,1,일반저축,200010,20910,3,1,B,200310,1,3600000,100000,3000000
83114,5748,2,보장,200010,668,5,1,2,202010,1,20000000,61400,3000000
83115,5481,2,일반연금,200010,30078,5,1,B,999912,1,15974442,150000,2000000
83116,5771,2,보장,200010,29696,10,1,B,205710,1,20000000,40800,3000000
83117,4690,1,일반저축,200010,382,5,1,B,200510,1,4677268,100000,1500000
83118,14213,0,보장,200010,915,10,1,J,202010,1,20000000,64400,2000000
83119,4650,1,일반종신,200010,30536,10,1,B,999912,1,50000000,155500,2000000
83120,56,0,보장,200010,24472,10,1,B,205910,1,20000000,45900,100000
83121,20216,0,보장,200010,31212,10,1,2,202810,0,10000000,7348750,1400000
83122,13502,0,보장,200010,1952,10,1,B,202010,0,8023924,1502670,1500000
83123,9497,1,보장,200010,222,10,1,B,203510,1,18000000,58680,1200000
83124,7036,1,일반저축,200010,22824,5,1,B,200510,1,18000000,300000,2000000
83125,15653,1,보장,200010,29748,15,1,3,203810,1,20000000,58800,1500000
83126,2257,0,일반종신,200010,29614,15,1,J,999912,1,35000000,112200,1300000
83127,15899,0,보장,200010,317,10,1,B,205110,1,22000000,52370,2000000
83128,11815,1,보장,200010,368,5,1,2,203710,1,20000000,152900,2500000
83129,18466,1,보장,200010,27958,10,1,2,201910,1,10000000,30700,1000000
83130,20278,1,일반연금,200010,26272,5,1,B,999912,1,8700000,115797,1000000
83131,9549,0,보장,200010,23458,5,1,E,200510,1,10000000,38600,2000000
83132,8960,1,어린이,200010,721,10,1,B,201510,1,15000000,44550,2500000
83133,142,1,보장,200010,26321,20,1,B,202010,1,20000000,48200,1500000
83134,9487,1,보장,200010,27581,10,1,2,204010,0,20000000,5645400,2000000
83135,11185,0,보장,200010,22719,10,1,B,202010,0,7001040,1739080,1000000
83136,14213,0,어린이,200010,915,10,1,2,202310,1,10000000,45700,2000000
83137,18002,0,일반종신,200010,26451,10,1,B,999912,1,30000000,78150,2500000
83138,18037,1,일반저축,200010,23548,5,1,B,200510,1,9354537,200000,2000000
83139,4634,0,일반종신,200010,1110,20,1,B,999912,1,50000000,154100,2000000
83140,14260,0,보장,200010,30456,10,1,2,202010,1,20000000,63500,1700000
83141,20621,2,일반저축,200010,25286,0,1,B,200510,0,5782129,5250000,2000000
83142,2747,1,암,200010,1156,10,1,2,203810,1,15000000,34050,2000000
83143,5674,1,일반저축,200010,22929,5,1,I,200510,1,4388371,80000,2000000
83144,16626,1,일반연금,200010,24375,10,1,B,999912,1,18000000,54720,1500000
83145,5934,21,어린이,200010,28727,5,1,J,201910,1,10000000,40700,1200000
83146,21374,1,보장,200010,20717,10,1,2,206010,1,30000000,53200,1000000
83147,20300,0,보장,200010,26866,10,1,2,202010,1,10000000,31900,1500000
83148,2469,2,일반종신,200010,29473,10,1,B,999912,1,30000000,103800,27400000
83149,20891,0,보장,200010,1589,5,1,2,204610,1,20000000,81000,5000000
83150,20891,2,보장,200010,25521,5,1,B,204410,1,20000000,117100,5000000
83151,18427,0,보장,200010,20862,10,1,3,203210,1,20000000,122000,2000000
83152,14351,1,보장,200010,1746,5,1,E,204110,1,20000000,75200,1500000
83153,3108,2,일반저축,200010,1771,3,1,A,200510,1,10800000,300000,1000000
83154,4584,1,어린이,200010,22614,10,1,B,201510,1,10000000,33100,1800000
83155,4584,1,어린이,200010,22614,10,1,B,201710,1,10000000,31300,1800000
83156,3372,1,일반저축,200010,23833,3,1,B,200510,1,2880000,80000,2000000
83157,18680,1,일반연금,200010,31333,10,1,I,999912,1,46583850,150000,2000000
83158,20579,1,보장,200010,2008,15,1,B,203610,1,20000000,79700,1000000
83159,7803,2,일반저축,200010,2051,5,1,B,200510,1,12000000,200000,3000000
83160,11826,0,보장,200010,22221,10,1,B,203710,1,10000000,64100,2000000
83161,11826,1,보장,200010,22221,10,1,B,204210,1,10000000,35700,2000000
83163,2743,1,보장,200010,1167,10,1,B,201010,1,20000000,42100,1000000
83164,538,1,보장,200010,31031,10,1,2,203410,6,20000000,638600,5000000
83165,138,1,일반저축,200010,27672,3,1,B,200510,1,1225490,30000,2000000
83166,5184,1,암,200010,29876,10,1,B,203710,1,30000000,62700,1000000
83167,19287,21,어린이,200010,593,10,1,B,201410,0,10000000,2388400,3000000
83168,21576,21,어린이,200010,28022,0,1,J,201710,0,10000000,2014800,2000000
83169,20175,1,암,200010,20459,10,1,2,205810,1,20000000,26100,900000
83170,6944,21,어린이,200010,2116,5,1,2,202210,1,10000000,44000,1500000
83171,5449,0,일반저축,200010,31093,5,1,B,200510,1,3000000,50000,1400000
83172,2922,1,일반종신,200010,24712,15,1,2,999912,1,50000000,117450,1000000
83173,5122,1,일반종신,200010,29730,15,1,J,999912,1,100000000,184400,2000000
83174,38,0,보장,200010,27450,10,1,A,201010,1,15000000,46600,1000000
83175,1007,1,일반저축,200010,574,5,1,A,200510,1,6000000,100000,3000000
83176,8990,1,보장,200010,21097,15,1,2,204010,1,20000000,60900,2000000
83177,18653,1,일반저축,200010,975,5,1,B,200510,1,9354537,200000,2000000
83178,16107,1,보장,200010,25313,10,1,2,203810,1,12000000,51960,2000000
83179,13798,1,보장,200010,30595,10,1,2,203610,1,20000000,96500,1000000
83180,2680,1,보장,200010,25365,15,1,B,203610,1,10000000,37150,1000000
83181,10030,1,보장,200010,204,10,1,B,202010,1,10000000,15000,700000
83182,14295,1,어린이,200010,23955,5,1,2,202410,1,10000000,52300,2500000
83183,81,1,어린이,200010,739,10,1,2,202310,1,10000000,34300,2000000
83184,13727,0,일반연금,200010,899,5,1,2,999912,1,12000000,56500,1500000
83185,1194,1,보장,200010,1352,5,1,B,205310,1,20000000,62400,1000000
83186,18646,1,보장,200010,1752,10,1,B,202010,1,20000000,46800,2100000
83187,11758,2,일반종신,200010,21484,20,1,J,999912,1,100000000,234000,2000000
83188,930,1,어린이,200010,442,10,1,2,201610,1,10000000,34400,2000000
83189,2257,0,일반종신,200010,29614,15,1,2,999912,1,40000000,127200,1300000
83190,15657,1,일반저축,200010,536,5,1,B,200510,1,1645639,30000,1500000
83191,9611,1,보장,200010,24184,10,1,2,204310,1,20000000,66400,3000000
83192,11412,1,보장,200010,22370,10,1,2,202410,1,20000000,181000,2000000
83193,5645,2,일반저축,200010,21042,5,1,D,200510,1,36000000,600000,1000000
83194,1022,2,일반저축,200010,21655,5,1,B,200510,1,9354537,200000,3000000
83195,9396,1,암,200010,1103,10,1,B,203210,1,20000000,53900,1000000
83196,14396,1,보장,200010,25274,5,1,2,202010,1,20000000,65900,5000000
83197,2983,0,어린이,200010,25890,10,1,B,201310,1,10000000,36900,1000000
83198,13935,1,일반저축,200010,1209,0,1,B,200510,0,8000000,8000000,2000000
83199,2367,1,일반종신,200010,26618,10,1,I,999912,1,100000000,150700,1000000
83200,20281,0,일반저축,200010,1266,5,1,E,200510,1,6600000,110000,1500000
83201,11643,2,일반저축,200010,24400,5,1,J,200510,1,22161273,404000,2000000
83202,16221,1,암,200010,28669,15,1,2,204010,1,10000000,23800,2000000
83203,5934,21,어린이,200010,28727,5,1,2,201910,1,10000000,40700,1200000
83204,14303,1,일반종신,200010,30774,15,1,B,999912,1,100000000,150400,10000
83205,20230,1,보장,200010,22527,10,1,B,205210,1,20000000,38700,2000000
83206,16803,1,보장,200010,28862,10,1,B,205810,1,20000000,38400,1500000
83207,8963,0,일반저축,200010,21435,3,1,B,200510,1,3267974,80000,3000000
83208,9305,1,보장,200010,1727,19,1,3,202910,1,20000000,118550,2000000
83209,17079,21,어린이,200010,31216,5,1,2,201910,1,10000000,68200,1000000
83210,21265,1,보장,200010,29360,10,1,B,202010,1,20000000,41200,2000000
83211,20632,2,일반저축,200010,2080,3,1,B,200510,1,1800000,50000,1200000
83212,7508,1,어린이,200010,27557,5,1,E,202310,1,11000000,29700,2000000
83213,3445,2,보장,200010,20473,10,1,2,202010,1,20000000,40700,1500000
83214,21576,21,어린이,200010,28022,0,1,2,201710,0,10000000,2014800,2000000
83215,9975,1,일반저축,200010,31087,0,1,A,200510,0,3450000,3450000,1500000
83216,9435,1,보장,200010,1858,15,1,2,203810,1,20000000,67000,1500000
83217,2323,1,일반연금,200010,21496,0,1,B,999912,0,10753614,10000000,3000000
83218,6787,1,보장,200010,23320,10,1,B,204310,1,25000000,77375,2000000
83219,20151,1,일반저축,200010,22793,3,1,B,200310,1,9720000,270000,2000000
83220,7582,0,보장,200010,26321,10,1,B,204410,1,12000000,38460,1500000
83221,4554,1,일반저축,200010,782,5,1,B,200510,1,6000000,100000,2000000
83222,3436,1,보장,200010,28328,10,1,B,202010,1,18000000,35500,2000000
83223,9059,1,일반종신,200010,1189,15,1,B,999912,1,80000000,114840,2000000
83224,2367,1,일반연금,200010,26618,10,1,2,999912,1,21000000,165320,1000000
83225,18787,1,보장,200010,1249,5,1,E,202010,1,20500000,91555,1000000
83226,15694,2,암,200010,1499,10,1,2,204210,1,10000000,15700,4000000
83227,12350,1,보장,200010,1553,5,1,B,202010,1,10000000,30500,2000000
83228,20196,1,어린이,200010,23098,10,1,B,201110,1,10000000,34750,2100000
83229,21270,1,일반저축,200010,27047,5,1,B,200510,1,3000000,50000,2000000
83230,18369,1,일반저축,200010,1833,5,1,A,200510,1,6060000,101000,3000000
83231,11758,2,일반종신,200010,21484,20,1,E,999912,1,100000000,234000,2000000
83232,9365,2,일반저축,200010,31201,3,1,B,200510,1,3600000,100000,1200000
83233,14060,1,보장,200010,22208,15,1,B,204310,1,20000000,54800,2000000
83234,18119,21,어린이,200010,27517,10,1,B,202410,0,10000000,2898500,1000000
83235,7019,1,암,200010,21536,10,1,2,202010,1,10000000,52800,1000000
83236,6913,1,보장,200010,22702,5,1,B,200510,1,3571429,10000,1000000
83237,6799,1,일반저축,200010,27307,5,1,B,200510,1,12000000,200000,1600000
83238,14441,1,보장,200010,589,5,1,B,202010,1,20000000,60300,2000000
83239,12594,21,암,200010,27931,10,1,B,204310,1,20000000,37200,2000000
83240,2960,0,보장,200010,27302,15,1,2,203910,1,20000000,92600,1000000
83241,20242,1,일반저축,200010,712,5,1,A,200510,1,4677268,100000,2000000
83242,3142,1,보장,200010,756,10,1,B,202010,1,20000000,61300,1500000
